Company ID,Company name,Transactly Office ID (APP),Original Sales Rep: Company,Recent Deal Amount,Recent Deal Close Date,Contract Effective Date,Office SubScription Plan/Tier (APP),Office Subscription Renewal Date (APP),Brokerage Onboarding Date,id (MLS),MLS System Names,Email,Principal Broker's Email Address,Phone Number,Street Address,Street Address 2,City,State / Province,Postal Code,Brokerage Growth Manager,Assigned CS Rep,Last Engagement Date,Can We Send Emails to Agents,Company Domain Name,Website URL,Billing Contact Name
7808210505,O'Neil Property Group,,,,,,,,,,,,,+1 630-788-7273,472 Valentine Way,,Oswego,,60560,,,,,oneilpropertygroup.com,oneilpropertygroup.com,
7791323156,Weichert Realtor Caughman Co,,Tom Brinson (Deactivated User),495,2022-01-31 13:42,2022-01-31,Membership,,,,,,charles@teamcaughman.com,8036226171,,,Lexington,SC,,Bob Kodner,,2022-03-01 9:11,,,,
7777323445,Wind Realty,,Tom Brinson (Deactivated User),1950,2022-01-20 12:25,,Membership,,,,,,,,,,Jacksonville,FL,,Bob Kodner,,2022-02-24 12:12,,,,
7773423489,Third Street Realty,,Tom Brinson (Deactivated User),,,,Membership,,,,,,,,,,Bunker Hill,IL,,Bob Kodner,,2022-04-20 12:42,,thirdstrealty.com,thirdstrealty.com,
7752480039,Patterson Farm and Land,,Tom Brinson (Deactivated User),,,,,,,,,,,,,,,,,,,,,,,
7709614358,Dunn Realty Group,,Tom Brinson (Deactivated User),,,2022-01-19,Membership,,,,,,jennifer@dunnrealtygroupmn.com,,,,,MN,,Robert Jackson,,2022-04-07 13:11,,,,
7709397841,Good Company Real Estate,,Tom Brinson (Deactivated User),495,2022-01-18 12:38,2022-01-18,Membership,,,,,,heather@goodcompanyre.com,,,,Tempe,AZ,,Robert Jackson,,2022-03-15 18:19,,,,
7639999281,Lovely Maui Homes LLC,,Robert Jackson,,,,,,,,,,,,,,,HI,,,,,,,,
7646757134,OpenAiRE,,AJ Kariem,495,2022-01-11 12:32,,Membership,,,,,,,,,,West Hollywood,CA,,Bob Kodner,,2022-04-21 23:39,,,,
7628580709,Renters Warehouse - FL,,AJ Kariem,,,,--,,,,,,,,,,,,,Robert Jackson,,,,,,
7628488307,Renters Warehouse - GA,,AJ Kariem,,,,--,,,,,,,,,,,,,Robert Jackson,,,,,,
7628620057,Renters Warehouse,,AJ Kariem,1995,2022-01-05 12:53,2021-12-22,Membership,,,,,,tbeeman@renterswarehouse.com,,,,,,,Robert Jackson,,,,,,
7625300773,RE/MAX Experience Fort Lauderdale,,Bob Kodner,,,,,,,,,,,+1 954-541-8441,1103 Northeast 26th Street,,Wilton Manors,,33305,,,2022-01-08 12:07,,experiencefortlauderdale.com,experiencefortlauderdale.com,
7584500239,BPG Residential,,Tom Brinson (Deactivated User),,,2022-01-03,Membership,,,,,,,,,,,,,Robert Jackson,,2022-02-09 17:33,,,,
7456107830,Reynolds & Fettig Team,,Robert Jackson,,,,--,,,,,,,,,,,,,Robert Jackson,,,,,,
7445620831,Opendoor-LA,,Bob Kodner,,,,--,,,,,,,,,,,,,Bob Kodner,,2022-04-13 9:23,,Opendoor-LA,Opendoor-LA,
7314504475,,,,,,,,,,,,,,,,,,,,,,2021-12-08 10:11,,FSBO,FSBO,
7313772711,,,,,,,,,,,,,,,,,,,,,,2022-01-11 16:31,,Homesavey,Homesavey,
7248637607,The Noma Group - NV,,Robert Jackson,,,,Membership,,,,,,,,,,,,,Robert Jackson,,2022-03-09 1:28,,,,
7248422555,NOMA GROUP CORPORATE,,Robert Jackson,,,,,,,,,,,,,,,,,Robert Jackson,,,,,,
7219380796,,,,,,,,,,,,,,,,,,,,,,,,Door,Door,
7219418147,,,,,,,,,,,,,,,,,,,,,,,,Sandals,Sandals,
7191706120,O'Connor Management Llc.,,,,,,,,,d7e12265-5e04-48a2-96d7-2945d42f1410,,,,713-731-7718,2000 N Loop West Suite #110,,Houston,TX,,,,,,,,
7191706013,Zuccarello Realty,,Bob Kodner,,,,Team,,,c0c21baa-7fe0-44d0-a5b3-004a9294e576,,,,281-773-7357,4500 Test,,Denver,CO,45678,,,,,,,
7192239385,Zann Company,,Tom Brinson (Deactivated User),,,,Brokerage,,,06ec9e06-2d79-4f11-8e59-5aa77c6c33cd,,,,281-280-8088,,,,CO,,,,,,,,
7191751478,Yazmin Sanchez,,Robert Jackson,,,,Brokerage,,,61f92708-132b-42e0-b40b-8f1dd5ecd8a9,,,,830-387-0320,ggggg,,gg,FL,79888,,,,,,,
7537556362,Summerland Real Estate,,Bob Kodner,,,2021-12-15,Membership,,,7edeb2e5-ee87-44d0-9923-b40ecf073d5b,,admin@summerlandre.com,,833-353-4663,Po Box 1738,,Sunset Beach,CA,,Bob Kodner,,2022-02-10 18:41,,,,
7192226599,Build Real Estate Group,,Michael Rimkie,,,,,,,4eb8b77d-9100-4c9a-82df-93a00cc7ae4e,,admin@buildrealestategroup.com,,949-682-8663,300 Spectrum Center Suite 485,,Irvine,CA,,Bob Kodner,,,,,,
7191705635,Century 21 Realty Network,,Michael Rimkie,,,,,,,78736f1d-8ab5-4484-b588-658a651928c8,,,juliemattoon@gmail.com,512-428-4503,1310 Rr 620 S A-16,,Austin,TX,,Bob Kodner,,,,,,
7639853496,Tailored Real Estate Group,,Tom Brinson (Deactivated User),495,2022-01-06 13:19,,Membership,,,f6e3e98c-9511-4539-81fc-691ea1c7a579,,,,858-592-7212,12441 Mantilla Rd,,San Diego,CA,,Bob Kodner,,,,,,
7192109360,Re/Max  Success,,Bob Kodner,,,,,,,13e76c69-2f7e-4383-8a8c-20c6ccdafce5,,smpatel50@hotmail.com,,281-313-8383,4907 Sandhill Dr,,Sugar Land,TX,,,,,,,,
7191705137,Nexthome Crea Real Estate,,Haseeb Rahim (Deactivated User),,,,,,,665e4ed7-42eb-41b9-8943-c17879306113,,,,626-255-4939,3200 Guasti Road     #100,,Ontario,CA,,,,,,,,
7191719862,Direct Real Estate Group,,Haseeb Rahim (Deactivated User),,,,,,,b6bd01c6-9fe5-4174-b9b3-1471c5fabeaf,,tracie@traciedirect.com,,936-718-1060,129 Cove Circle,,Montgomery,TX,,,,,,,,
7192102470,Jpar Houston,,Bob Kodner,,,,,,,8cb67760-395f-45af-9d84-dce3d9a85522,,kelly@jpar.com,,972-836-9295,6136 Frisco Sq Blvd Ste 200,,Frisco,TX,,,,,,,,
7192147517,Worth Clark Realty,,Robert Jackson,95,2022-04-30 11:07,,,,,aaf8f1e7-f7c3-48bf-ad0d-d540b747f899,,bsmith@worthclark.com,,346-214-7277,1980 Post Oak Blvd Suite 100,,Houston,TX,,Robert Jackson,,2022-04-22 10:55,,,,
7191750057,Opendoor - San Francisco,,Bob Kodner,,,,,,,ce1f93f3-7ec4-44ed-9248-02de5e47bd10,,brokerageops@opendoor.com,,323-917-8617,One Post Street Floor 11,,San Francisco,CA,,,,,,,,
7192102480,Jpar - The Sears Group,,Bob Kodner,,,,,,,dc408354-6a8b-489d-a4bb-8a73b7b522ec,,office@jpar.com,,972-836-9295,6136 Frisco Square Blvd #400 Jpar - The Sears Group,,Frisco,TX,,,,,,,,
7186361755,Justo,,Tom Brinson (Deactivated User),,,,,,,,,,,+1 647-794-0064,212 - 23 LESMILL RD,,North York,,M3B 3P6,,,2021-12-10 17:24,,justo.ca,justo.ca,
7167334001,Nest Realty Phoenix,,Bob Kodner,,2021-12-19 17:46,,Membership,2022-10-21,,,,,,,,,Phoenix,AZ,,Bob Kodner,,2022-04-12 9:58,,,,
7058315373,Opendoor-Orlando,,Bob Kodner,,,,,,,,,,,,,,Orlando,FL,,Bob Kodner,,2022-04-16 21:38,,Opendoor-Orlando,Opendoor-Orlando,
7023966841,Best Choice Realty LLC,,AJ Kariem,,,,,,,,,,,206-886-3986,,,,WA,,,,2021-12-06 10:43,,,,
7015959096,Amherst,,Tom Brinson (Deactivated User),,,,,,,,,,,+1 512-342-3083,5001 Plaza on the Lk,,Austin,TX,78746,,,2021-11-03 12:36,,amherst.com,amherst.com,
6992563297,KW Business Consulting,,,,,,,,,,,,,6365348100,16690 Swingley Ridge Road,,Chesterfield,,63017,,,,,chesterfieldkw.com,chesterfieldkw.com,
6968749659,The Philly Homes,,Bob Kodner,,,,,,,,,,,,,,,PA,,,,2021-12-14 12:42,,,,
6968646226,KW Carolinas,,Michael Rimkie,,,,,,,,,,,,,,,,,,,2022-01-06 15:27,,,,
6959750737,Moncord,,,,,,,,,,,,,,,,,,,,,2022-03-01 13:23,,,,
6958861146,The Tucker Team,,Bob Kodner,1950,2021-09-15 11:16,2021-09-10,Membership,2022-09-10,,,,,,,,,,NJ,,Bob Kodner,,2022-04-20 9:45,,,,
6932584016,Keller Williams Infinity - Plainfield,,AJ Kariem,,2022-03-10 14:43,,,,,,,,,(815) 267-1158,,,Plainfield,IL,,Robert Jackson,,2022-04-22 11:39,,,,
6932343906,Noma-Venture REI,,Robert Jackson,,,2021-09-13,Membership,2022-09-13,,,,,,,,,,,,Robert Jackson,,,,,,
6930699840,Chris Luther Real Estate Team,,Bob Kodner,1950,2021-09-15 11:16,,Membership,2022-09-07,,,,,,,,,,,,Bob Kodner,,2022-03-25 11:51,,,,
6921698672,JPAR - Keller,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-10-12 14:42,,,,
6922192202,JPAR - McKinney,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-09-21 14:04,,,,
6921728295,JPAR - Dallas/Uptown,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-11-17 6:36,,,,
6922130239,JPAR - Fort Worth,,Bob Kodner,,,,,,,,,,,,,,,,,,,2022-01-26 11:30,,,,
6910911876,Alissa Test,,,,,,Brokerage,2022-12-15,,,,,,,,,,,,,,,,,,
6903553354,JPAR - Frisco,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-10-25 7:02,,,,
6903866245,JPAR - Flower Mound,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-11-03 11:37,,,,
6903902378,JPAR - Dallas,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-11-23 12:50,,,,
6921698671,JPAR - San Antonio,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-12-01 13:25,,,,
6903499865,JPAR - Round Rock,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-09-07 17:22,,,,
6922130238,JPAR - Cedar Hill,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-12-26 7:24,,,,
6903861426,JPAR - Arlington,,Bob Kodner,,,,,,,,,,,,,,,,,,,2022-04-18 16:32,,,,
6903499864,JPAR - Addison,,Bob Kodner,,,,,,,,,,,,,,,,,,,2021-09-28 17:21,,,,
6882178164,The NOMA Group,,Robert Jackson,1995,2021-09-02 11:01,2021-09-01,,,,,,,,+1 480-264-6011,4434 North Civic Center Plaza,,Scottsdale,AZ,85251,Robert Jackson,,2022-03-14 12:01,,nomagroup.net,nomagroup.net,
6856954415,Southern Colorado Realty,,Robert Jackson,495,2021-08-31 15:04,2021-08-31,,,,,,,,(719) 846-9824,251 North Commercial Street,,Trinidad,CO,81082,Robert Jackson,,2022-02-08 12:22,,https://www.weselltrinidadcoloradohomes.com/,https://www.weselltrinidadcoloradohomes.com/,
6856016179,Cle home Team,,,,,,,,,,,,,,,,,,,,,2021-12-03 11:19,,,,
6854288551,,,,,,,,,,,,,,,,,,,,,,2021-09-14 12:24,,Redfin,Redfin,
6807377527,,,,,,,,,,,,,,,,,,,,,,,,,,
6807180933,,,,,,,,,,,,,,,,,,,,,,,,,,
6807376671,Florida Atlantic University,,,,,,,,,,,,,5612973000,777 Glades Road,,Boca Raton,,33431,,,,,fau.edu,fau.edu,
6807244405,,,,,,,,,,,,,,,,,,,,,,,,,,
6806833747,JPAR Corporate,,Bob Kodner,,2022-04-08 15:34,,,,,,,,,,,,,,,Bob Kodner,,2022-04-18 16:32,,,,
6781880584,Pemberley Realty,,Bob Kodner,,,2021-08-16,,,,e48b3bcf-d7a0-4618-b87f-af2bf2a11e88,San Diego,,,6192476335,4637 Park Boulevard,,San Diego,CA,92116,Bob Kodner,,2022-04-12 14:00,,pemberleyrealty.com,pemberleyrealty.com,
6775084976,Platinum Realty Group,,Bob Kodner,,2021-08-24 14:55,2021-08-24,,,,,,,,661-972-7218,20241 W. Valley Blvd,Suite A,Tehachapi,CA,93561,Bob Kodner,,2021-11-04 11:39,,https://christyrabe.com,https://christyrabe.com/,
6753951818,,,,,,,,,,,,,,,,,,,,,,2021-08-17 14:33,,,,
6738817819,,,,,,,,,,,,,,,,,,,,,,,,,,
6738822427,,,,,,,,,,,,,,,,,,,,,,,,,,
6738808934,,,,,,,,,,,,,,,,,,,,,,,,,,
6738786840,,,,,,,,,,,,,,,,,,,,,,,,,,
6733965714,Find Homes Realty,,Robert Jackson,1950,2021-09-15 11:16,2021-08-13,,,,,,,,434-337-3216,3510 REMSON CT,,Charlottesville,VA,22901,Robert Jackson,,2022-04-18 10:50,,https://www.findhomesusa.com/,https://www.findhomesusa.com/,
6683920526,Florida State University,,,,,,,,,,,,,8506442525,600 West College Avenue,,Tallahassee,,32306,,,,,my.fsu.edu,my.fsu.edu,
6623762440,Dan Feuser Team,,,,,,,,,,,,,,,,,,,,,2022-03-22 22:02,,,,
6613807983,Real Estate of Winter Park,,Austin Hanthorn (Deactivated User),,,,,,,,,,,9707262600,78622 U.S. 40,,Winter Park,CO,80482,,,2022-04-05 12:17,,rewinterpark.com,rewinterpark.com,
6603995228,Invest Co,,Tom Brinson (Deactivated User),,,,,,,,,,,2109070977,126 Lanark Dr,,San Antonio,TX,78218,,,2022-03-24 18:43,,,,
6571929983,Smartwire,,,,,,,,,,,,,+1 303-756-4491,4640 North Pecos Street,,Denver,,80211,,,,,smartwirecabling.com,smartwirecabling.com,
6546329645,Wyoming.com,,,,,,,,,,,,,8009964638,937 W Main St,,Rock Springs,,82902,,,,,wyoming.com,wyoming.com,
6358491976,LoneWolf,,,,,,,,,,,,,,,,,,,,,2022-04-19 12:04,,LoneWolf,LoneWolf,
6338114626,Chiavatti Real Estate Group,,Tom Brinson (Deactivated User),495,2021-06-25 16:30,2021-06-25,,,,,,,,+1 408-205-3599,480 Ellis Street,,Mountain View,CA,94043,Robert Jackson,,2021-10-11 15:33,,,ChiavattiRealEstateGroup.com,
6294487221,RE/MAX Results - South Jordan,,Matt Smith (Deactivated User),,,,,,,,,,,8016763030,10757 S River Front Pkwy,,South Jordan,UT,84095,,,2022-02-08 12:12,,,,
6267431743,Carlos Brito - EXP Team,,Clayton Sanders (Deactivated User),,,,,,,,,,,,24044 Cinco Village Center Boulevard,,Katy,TX,77494,,,2021-09-10 17:57,,realtorbrito.com,realtorbrito.com,
6239864623,McGann Team - Folio Realty,,Clayton Sanders (Deactivated User),,,,,,,,,,,,9145 Narcoossee Rd,,Orlando,FL,32827,,,2021-08-31 18:13,,themcgannteam.com,themcgannteam.com,
6226748828,T & G Real Estate Advisors,,Robert Jackson,200,2021-06-11 15:47,2021-06-11,,,,,,,,,8200 Greensboro Dr Ste 900,,McLean,VA,22102,Robert Jackson,,2021-09-24 13:34,,,,
6201881677,LOHR Real Estate,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 541-306-1557,593 NW Newport Ave,,Bend,OR,97402,,,,,lohrrealestate.com,lohrrealestate.com,
6187743585,Mery Santana Team,,,,,,,,,,,,,,,,,,,,,2022-02-12 8:28,,,,
6174474668,Knox Financial - KnoxHome,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 617-684-1846,4 Liberty Square,FL 4,Boston,MA,2118,,,2021-06-01 13:12,,knoxfinancial.com,knoxfinancial.com,
6153450865,Tirana RE Group,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,MA,,,,,,,,
6153431853,Keller Williams Realty Elite - NC,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 512-327-3070,1221 South MoPac Expressway,,Austin,NC,78746,,,2021-05-27 14:32,,winstonsalem.yourkwoffice.com,winstonsalem.yourkwoffice.com,
6148199983,,,,,,,,,,,,,,,,,,,,,,2021-11-29 16:48,,Homie,Homie,
6147597418,Cameron Real Estate Group,,Tom Brinson (Deactivated User),,,,,,,,,,,,,,,MA,,,,2021-07-29 16:51,,,,
6140567658,OPTION 1 REALTY GROUP LLC,,,,,,,,,,,,,,,,,NJ,,,,2021-10-25 8:37,,,,
6140566845,Brookstone Realtors LLC,,,,,,,,,,,,,,,,,MI,,,,2021-06-09 12:32,,,,
6134954044,Berkshire Hathaway HomeServices Verani Realty,,,,,,,,,,,,,,,,,NH,,,,,,,,
6134912375,Abby Realty,,,,,,,,,,,,,,,,,TX,,,,2021-06-08 16:20,,,,
6133590107,Elite Real Estate Group,,Tom Brinson (Deactivated User),1950,2021-06-23 10:38,2021-06-23,,,,,,,,+1 620-200-0033,2300 North Lorraine Street,,Hutchinson,KS,67502,Robert Jackson,,2022-04-06 18:12,,elite-realestategroup.com,elite-realestategroup.com,
6109844818,Real Estate Leaders,,,,,,,,,,,,,,,,,WY,,,,2022-02-22 9:52,,,,
6109686835,Coldwell Banker Hearthside,,,,,,,,,,,,,,,,,PA,,,,2022-02-17 6:40,,,,
6109702798,Ki Property Group,,,,,,,,,,,,,,,,,CT,,,,2021-06-01 14:47,,,,
6109546126,Long & Foster Hagerstown,,,,,,,,,,,,,,,,,MD,,,,2021-06-15 10:49,,,,
6103950339,Berkshire Hathaway HomeServices Hudson River Properties,,,,,,,,,,,,,,,,,NJ,,,,2022-02-25 15:31,,,,
6103974182,Gk Properties (TF Clients),,Tom Brinson (Deactivated User),,,2021-06-14,,,,,,,,,,,,NV,,,,2022-01-03 20:07,,,,
6103949649,Intero Almaden,,,,,,,,,,,,,,,,,CA,,,,,,,,
6104047955,Our Shore Real Estate,,,,,,,,,,,,,,,,,NJ,,,,2022-02-08 12:49,,,,
6103949224,Barnett Renderos,,,,,,,,,,,,,,,,,CA,,,,2022-02-22 9:52,,,,
6103975222,KELLER WILLIAMS ADVANTAGE 2 REALTY,,,,,,,,,,,,,,,,,FL,,,,,,,,
6103602963,Casaday Allison Group,,Tom Brinson (Deactivated User),,,,,,,,,,,,,,,,,,,2021-10-06 15:55,,,,
6096084742,Plf Real Estate Solutions,,,,,,,,,,,,,,,,,CA,,,,2022-02-22 10:46,,,,
6096050786,Engel & Völkers Boston,,,,,,,,,,,,,,,,,MA,,,,2022-02-08 13:04,,,,
6095886257,REAL Broker LLC,,,,,,,,,,,,,,,,,RI,,,,2021-05-21 14:03,,,,
6095885918,Keller Williams Realty Charleston,,,,,,,,,,,,,,,,,NC,,,,2021-06-10 6:39,,,,
6095830125,KW Legacy Partners,,,,,,,,,,,,,,,,,CT,,,,2022-02-16 8:59,,,,
6089342087,One Point Realty,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,FL,,,,2021-06-04 12:29,,,,
6087574086,Starlink Realty,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 239-693-7263,1567 Hayley Lane,,Fort Myers,FL,33907,,,2021-05-24 10:08,,starlinkrealty.com,starlinkrealty.com,
6086698672,Fortuspartners,,Clayton Sanders (Deactivated User),,,,,,,,,,,,1201 Woodward Ave,,Detroit,MI,48226,,,2021-05-17 13:06,,fortuspartners.com,fortuspartners.com,
6086653823,Haney Realty,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 931-347-9150,109 South 1st Street,,Pulaski,TN,38478,,,2021-05-26 10:40,,haneyrealtypm.com,haneyrealtypm.com,
6076483898,True Real Estate,,,,,,,,,,,,,,,,,MN,,,,,,,,
6070959801,Property Executives Realty,,,,,,,,,,,,,,,,,MN,,,,,,,,
6070592944,ERA Byars Realty,,,,2021-12-20 15:55,,,,,,,,,,,,,AL,,,,2022-02-14 12:19,,,,
6070564889,Jason Mitchell Real Estate IL,,,,,,,,,,,,,,,,,IL,,,,,,,,
6070570804,Sweat Realty Group LLC,,,,,,,,,,,,,,,,,VA,,,,2021-07-07 14:13,,,,
6067607654,Weichert Realtors - Arlington,,,,,,,,,,,,,,,,,VA,,,,,,,,
6067613496,Reedy River Realty,,,,,,,,,,,,,,,,,SC,,,,,,,,
6067556189,eXp Realty LLC - Central Wisconsin,,,,,,,,,,,,,,,,,WI,,,,2021-07-01 15:05,,,,
6067599492,Gibson Sotheby's International Realty,,,,,,,,,,,,,,,,,MA,,,,2022-04-09 13:48,,,,
6067555133,Appalachian Land Company,,,,,,,,,,,,,,,,,NC,,,,,,,,
6067554925,BEAN GROUP,,,,,,,,,,,,,,,,,NH,,,,,,,,
6067516340,RE/MAX In Motion Inc,,,,,,,,,,,,,,,,,FL,,,,,,,,
6067554829,The Avalon Realty Group LLC,,,,,,,,,,,,,,,,,NC,,,,,,,,
6067516232,Watson Realty Corp -Tioga,,,,,,,,,,,,,,,,,FL,,,,,,,,
6067496709,Jon Grauman & Co,,,,,,,,,,,,,,,,,CA,,,,,,,,
6067515757,Redco - Real Estate Brokerage,,,,,,,,,,,,,,,,,IL,,,,2022-02-24 7:13,,,,
6067511304,Smoky Mountain Realty,,,,,,,,,,,,,,,,,TN,,,,,,,,
6067471669,Prestige Property Group LLC,,,,,,,,,,,,,,,,,NJ,,,,2021-11-09 9:52,,,,
6067388239,RE/MAX Quality Service Inc.,,,,,,,,,,,,,,,,,PA,,,,2022-02-14 10:59,,,,
6067387778,Maximum One Greater Atlanta Realtors,,,,,,,,,,,,,,,,,GA,,,,2022-04-11 8:09,,,,
6062998358,Keller Williams Realty Sonoran Livi,,,,,,,,,,,,,,,,,AZ,,,,,,,,
6062998189,Coldwell Banker Residential Brokerage - Orange Post Rd,,,,,,,,,,,,,,,,,CT,,,,,,,,
6062769846,Coldwell Banker Heritage,,,,,,,,,,,,,,,,,OH,,,,2021-12-07 14:21,,,,
6062918233,BROWN HARRIS STEVENS OF THE HAMPTONS LLC,,,,,,,,,,,,,,,,,NY,,,,,,,,
6062769532,RESIDE 208 brokered by eXp Realty,,,,,,,,,,,,,,,,,ID,,,,,,,,
6062716547,Keller Williams Select Realtors,,,,,,,,,,,,,,,,,MD,,,,,,,,
6062643492,Long & Foster Alexandria/Kingstowne Centre,,,,,,,,,,,,,,,,,VA,,,,,,,,
6062644808,Keller Williams Realty Professional Partners,,,,,,,,,,,,,,,,,AZ,,,,,,,,
